id,sentence,subject_entity,object_entity,label,source
61,"한편 서정성 예비후보는 문재인 대통령직속 국가균형발전위원회 국민소통 특별위원과 더불어민주당 국민통합위원회 부위원장으로 활동하며 문재인 정부의 소통 창구 역할과 더불어 광주 남구의사회장, 아이안과 대표원장 및 민족화해협력범국민협의회 의료보건위원장으로 활동하고 있다.",문재인,더불어민주당,no_relation,wikitree
63,"이인수의 아내 조혜자에 의하면 ""박씨 부인은 이승만을 옥바라지했을 뿐만 아니라 시아버지(이경선)의 산소를 황해도 평산으로 이장했던 분""이라며 ""그분은 선교사들과 교유하며 영어와 일어, 중국어, 러시아어까지 소통이 가능했던 인텔리 여장부였다고 들었다""고 했다.",이승만,이인수,no_relation,wikipedia
64,"세리에 B에서 성공적인 시즌을 보낸 후, 세리에 A의 UC 삼프도리아로 이적했으며, 두 시즌 간 (2004-05, 2005-06) 62경기에서 7골을 넣었다.",세리에 B,세리에 A,no_relation,wikipedia
66,그는 “현대모비스는 Mild HEV부터 BEV까지 전 xEV 플랫폼을 모듈화해 현대기아차에 공급 중으로 E-GMP 플랫폼의 초기 물량을 독점 공급할 예정”이라며 “E-GMP 플랫폼 BEV의 생산이 본격화되는 2021년 이후 전동화 부문 매출의 급격한 성장이 예상된다”고 전망했다.,현대기아차,현대모비스,no_relation,wikitree
69,칸트는 미(美)란 숭고함이다라고 주장하였는데 그의 이러한 주장은 윌리엄 터너(Joseph Mallord William Turner)와 같은 낭만주의 화가들에게 받아들여졌다.,윌리엄 터너,낭만주의,no_relation,wikipedia
70,파나소닉이 대만 누보톤 테크놀로지에 반도체 부문 주식을 매각한다고 니혼게이자이신문이 28일 보도했다.,누보톤,반도체,no_relation,wikitree
73,"이후 새천년민주당은 다른 세력들과 이합집산을 거듭한 끝에 더불어민주당이 되고, 통합진보당은 통합진보당 해산심판사건으로 와해되었으나 다시 결집하여 민중당을 창당하였으며, 남은 NL세력은 민중연합당을 창당하게 된다.",민중당,민주당,no_relation,wikipedia
81,"2002년부터 2003년까지 잠시 노르웨이의 로센보르그 BK에서 뛰었으며, 2003년 러시아 프리미어리그의 FC 루빈 카잔으로 이적하였다.",로센보르그 BK,2003,no_relation,wikipedia
83,진도군은 진도개를 보기 위해 찾아온 관람객들에게 더욱 흥미롭고 즐거움을 선사하기 위해 ▲팔백리길을 돌아온 백구 생가 토피어리 조형물 ▲어로(犬수영장)수렵장 ▲진도개 애견 캠핑장 등도 운영하고 있다.,진도군,진도개,no_relation,wikitree
87,"그는 우리 모두 “특별히 이 위대한 제후(미카엘)의 영광을 기리며 하느님께 찬미와 제물을 바쳐야 한다”고 말하면서, 성모 승천 대축일(8월 15일)부터 성 미카엘 대천사 축일(9월 29일)까지 약 40일 동안 금식하기도 하였다.",미카엘,9월 29일,no_relation,wikipedia
89,"1954년 제네바 협정에 의해 베트남국은 북위 17도 이남을 잠정적으로 통치하고, 선거를 통해 통일 정부를 수립하도록 결정되었다.",베트남,1954년,no_relation,wikipedia
90,신익희나 그의 비서 신창현에 의하면 이승만은 이시영의 손자들을 보더니 '눈귀에 다시 눈물이 지적지적하였다' 했다.,이시영,이승만,no_relation,wikipedia
96,1987년 대통령 선거에서 노태우는 전국 득표율 36%로 김영삼과 김대중 그리고 김종필을 물리치고 대통령에 당선되었다.,김대중,1987년,no_relation,wikipedia
98,"헌종 성화제의 서4남이자 효종 홍치제의 이복 동생이며, 세종 가정제의 생부이다.",성화제,홍치제,no_relation,wikipedia
106,이틀 뒤 유고슬라비아 파르티잔은 체트니치와 세르비아 전선 방위군의 혼성 부대를 격퇴하고 블라소틴셰를 탈환하였다.,체트니치,유고슬라비아,no_relation,wikipedia
107,"고양시청 종합상황실에서는 연휴기간동안 09:00 ~ 18:00까지 민원콜센터(031-909-9000)와 교통·버스 종합상황실(버스:031-8075-2017/교통:1577-0961)을 운영하고, 재난상황실(031-8075-2119)은 24시간 가동한다.",고양시,031-909-9000,no_relation,wikitree
108,"2004년 11월 3일, 로마의 스타디오 올림피코에서 벌어진 AS 로마와의 UEFA 챔피언스리그 2004-05 경기에서 라멜로프는 AS 로마의 프란체스코 토티와 싸움이 붙었다.",AS 로마,스타디오 올림피코,no_relation,wikipedia
109,"당시 김신영 씨는 ""현재 48kg이다. 골반은 조금 더 작아졌지만 크게 달라진 건 없다""며 ""애니메이션 '인크레더블' 몸매""라고 설명했다.",김신영,48kg,no_relation,wikitree
110,그러나 2014년 FA컵에서 32강전과 16강전 2경기 연속골을 넣으며 가능성을 입증했으며 그 후 K리그 클래식에서 좌우 윙어와 윙백 포지션을 가리지 않고 꾸준히 출장하였고 2014년 9월 11일 성남 FC와의 원정 경기에서 리그 데뷔골을 터트렸다.,성남 FC,2014,no_relation,wikipedia
114,"2018년 7월 1일 CJ E&M을 합병하여 CJ ENM으로 사명을 변경하으며, 현재 CJ오쇼핑은 CJ ENM의 오쇼핑 사업부문을 통칭하는 브랜드로 축소되었다.",CJ E&M,CJ오쇼핑,no_relation,wikipedia
117,또한 김영삼 정부가 출범한 직후인 1993년 4월 2일 서울특별시 용산구 동빙고동 군인아파트에 익명의 군인에 의해 '하나회' 명단이 살포되었다.,김영삼,1993년,no_relation,wikipedia
124,"박현진 DB금융투자 연구원은 “아모레G의 지난해 4분기 연결기준 매출액은 전년 동기대비 8% 늘어난 1조5025억원, 영업이익은 280% 증가한 625억원으로 매출은 예상 수준에 부합했으나, 영업이익은 기대치를 하회했다”며 “이니스프리나 에뛰드의 매출감소세가 여전히 강했고, 이익단에서는 아모레퍼시픽, 에뛰드가 기대보다 부진했다”고 설명했다.",이니스프리,아모레퍼시픽,no_relation,wikitree
140,"울산광역시 출생으로 학성중학교, 학성고등학교, 연세대학교를 졸업하였다.",학성고등학교,울산광역시,no_relation,wikipedia
141,"2017년 10월에 미국의 지원을 받은 시리아 민주군(SDF)이 락까를 해방시켜 IS는 소멸에 접어들었으나, IS 소탕에 참여하면서 세력이 커진 쿠르드 족의 인민수호부대(YPG)에 대하여 터키가 러시아의 묵인 속에 무력 공격을 전개하고 시리아의 오랜 앙숙인 이스라엘까지 이란 견제를 구실로 시리아 영토를 수시로 공습하여 내전의 양상은 오히려 더 복잡해졌다.",인민수호부대,시리아,no_relation,wikipedia
143,"장성군은 2일 유두석 장성군수와 이개호 농림축산식품부 장관, 김한종 전남도의회 의원이 함께 국무총리실을 방문, 이낙연 국무총리에게 장성군민의 오랜 염원인 ‘KTX 장성역 정차’와 ‘국립심혈관 센터 설립 조속 추진’을 건의했다고 밝혔다.",이개호,이낙연,no_relation,wikitree
145,"하지만 대한민국은 16강 진출을 한 반면, 조선민주주의인민공화국은 특히 포르투갈에게 7골을 얻어맞고 나머지 브라질과 코트디부아르에게 연달아 패해 탈락하면서 이번 대회 꼴찌를 맞이했다.",브라질,조선민주주의,no_relation,wikipedia
147,"임민영 부시장은 전주 출신으로 1987년 공직에 입문, 전주시 복지환경국장과 문화경제국장, 덕진구청장, 전라북도 새만금추진지원단 새만금개발과장 등을 역임했다.",전라북도,전주시,no_relation,wikitree
148,2018년부터 SK 와이번스의 전력분석원으로 활동했다.,SK 와이번스,2018년,no_relation,wikipedia
152,"헌강왕(憲康王, ~ 886년, 재위: 875년 ~ 886년)은 신라의 제49대 왕이다.",헌강왕,875년,no_relation,wikipedia
159,9월 30일에 후쿠오카 소프트뱅크 호크스가 패함에 따라 2008년 이래 실로 10년 만의 리그 우승을 결정지었다.,후쿠오카 소프트뱅크 호크스,2008,no_relation,wikipedia
160,바이에른과 뉘른베르크의 대결은 흔히 바바리아 더비라고 불린다.,뉘른베르크,바이에른,no_relation,wikipedia
165,"그리고 트랙스는 멤버 김정모)가 MBC 《일요일 일요일 밤에 인기코너 오빠밴드 정규 멤버로 투입되면서 ""트랜스""라는 별명을 얻었다.",오빠밴드,MBC,no_relation,wikipedia
166,이후 온양중학교 야구부 코치를 맡았다가 2011년 4월 서울 해치에 합류하여 재기를 노렸지만 그 해를 마지막으로 팀이 간사이 독립 리그에서 탈퇴하여 해치에서의 활동도 끝났다.,서울 해치,2011년,no_relation,wikipedia
168,"2009년 10월 22일, 사비올라는 5-0으로 이긴 에버턴과의 UEFA 유로파리그 경기에서 2골을 추가해 5-0 승리를 견인했고, (그는 2-0으로 이긴 리버풀과의 2번째 경기에서도 득점을 올렸다.) 6-1 대승을 거둔 나시오날과의 나흘 뒤 ""독수리 군단"" (Águias)의 프리메이라리가 경기에서도 2골을 기록했다.",프리메이라리가,UEFA,no_relation,wikipedia
170,"/ 카스티야의 세군다 디비시온 B 개막전 공식 경기 보고서에 따르면, 산티아고 산체스가 ""하얀 군단""의 감독으로 되어 있었고, 지단이 수석 코치로 기록되었지만, 갈란은 ""이 서열은 서류상에만 존재합니다. 사실은 이와 정반대입니다: 지단은 현재 레알 마드리드 카스티야의 감독이며, 한편, 그의 동료들에게 죄송하지만, 산체스 씨의 역할은 감독 자격증을 보여주는 것 외에는 없습니다.""라고 계속해서 주장을 이어나갔다.",레알 마드리드 카스티야,세군다 디비시온 B,no_relation,wikipedia
171,"이같은 일은 후진타오, 장쩌민 주석도 임기 내에 하지 못한 전례없는 사건이었다.",후진타오,장쩌민,no_relation,wikipedia
172,"소크라테스는 ""젊은이를 타락시키고 신들을 믿지 않는다""는 이유로 기소되었지만, 소크라테스가 기소된 기원전 399년은 펠로폰네소스 전쟁이 지속되고 있었다는 점을 볼 때, 그가 평소에 하였던 가르침이 민주주의를 훼손하는 것이라고 판단한 정치적 이유가 더 컸다.",소크라테스,기원전 399년,no_relation,wikipedia
173,보르지보이 2세는 자신의 조카였던 스바토플루크와 함께 즈비그니에프를 지지하는 한편 볼레스와프 3세의 폴란드 공작위 계승에 반대했다.,볼레스와프 3세,폴란드,no_relation,wikipedia
175,"정치적으로 김영삼의 계보에서 활동하였기 때문에 최형우와 함께 대표적인 상도동 가신그룹으로 꼽히며 ""좌동영 우형우""로 불렸다.",김영삼,상도동,no_relation,wikipedia
177,이후 2007년 열린우리당은 열린우리당 탈당파들이 결성한 대통합민주신당에 흡수통합 되었는데 이때 대통합민주신당에 대해 지지를 표명하던 김대중은 열린우리당을 비판한 바 있다.,대통합민주신당,열린우리당,no_relation,wikipedia
182,후지와라노 후히토(659년 ~ 720년)은 아스카 시대 및 나라 시대 초기의 공경대신이다.,후지와라,아스카 시대,no_relation,wikipedia
188,"샤를 4세가 남자 후계자를 남기지 않은 채 죽자, 필리프 4세의 직계혈통이 끊어지게 되었기 때문에, 필리프 3세의 남자쪽계의 손자로 제후, 승려들의 회의를 통해 선택되어 즉위했다.",필리프 3세,필리프 4세,no_relation,wikipedia
192,"1992년에 JSL 1부, 2부 총 28개팀 중 J리그에 참가하지 않겠다고 한 18팀과 전국 지역 리그 결승에 진출한 오사카 가스와 세이노 운수를 넣은 20개팀으로 시작했다.",J리그,18팀,no_relation,wikipedia
194,"(해멀스는 8이닝 1실점을 기록하지만 디키의 호투 때문에 패가 된다). 2011년 1월 31일에는 뉴욕 메츠와 총액 780만 달러에 2년 계약(2013년에 500만 달러 구단 옵션 포함)을 맺으며, 시즌에서는 208.2이닝을 던지며 처음으로 200이닝을 돌파한다.",뉴욕 메츠,500만,no_relation,wikipedia
196,글러브의 부친은 프레더릭 맨리 글러브 경으로 제1차 세계 대전 당시 영국 제2군의 공병 참모로 일했었다.,제2군,제1차 세계 대전,no_relation,wikipedia
200,재위 기간 동안 그는 프랑스의 왕 프랑수아 1세와 그의 후계자 앙리 2세와의 사이에 벌어진 이탈리아 전쟁에 집중하였다.,앙리 2세,프랑수아 1세,no_relation,wikipedia
209,'BTS 패션돌'은 방탄소년단의 2018년 곡 'Idol(아이돌)' 뮤직비디오에서 영감을 받아 만들어졌다.,방탄소년단,2018,no_relation,wikitree
216,그가 전사하자 김성주가 전사한 김일성의 이름을 쓰며 자신이 6사장이었던 것처럼 행세하여 보천보 전공을 가로챈 것이다.,김일성,김성주,no_relation,wikipedia
218,"버턴 릭터(Burton Richter, 1931년 3월 22일 ~ 2018년 7월 18일)는 노벨 물리학상을 받은 미국의 물리학자이다.",버턴 릭터,물리학,no_relation,wikipedia
236,"이후 해외한민족교육진흥회 이사장을 거쳐 민주평화통일자문회의 수석 부의장 후보로 지명되던 김덕룡이 이명박 대통령의 국민통합특보에 임명되면서 2008년 9월 정부로부터 민주평화통일자문회의의 수석 부의장에 임명되었으나, (이명박 지지에 대한) ""보은성 인사""의 논란이 일었다.",민주평화통일자문회의,대통령,no_relation,wikipedia
240,"1984년 '전두환으로 시작해 이순자로 끝나는 그따위 땡전뉴스'라는 표현을 지상파 방송 전파에 실어 보내기도 하고, 1987년 '박종철 고문치사 사건' 때는 동료들이 방송실을 에워싸고 지켜주는 가운데 '고문은 사라져야 한다'는 방송 리포트를 내보내 '항명방송'이라는 사건의 주인공이 되기도 하였다.",이순자,전두환,no_relation,wikipedia
241,"한국 전쟁 발발 후 만주에 피난차 머물고 있다가, 1953년 박헌영 계열이 몰락하면서 임화도 미제 간첩 혐의로 처형당했다.",박헌영,한국 전쟁,no_relation,wikipedia
254,그리고 리그 오브 레전드 월드 챔피언십 2018에서 KT를 8강으로 안착시킨 후 2018년 11월 22일 LCK 스프링 2018 준우승팀인 아프리카 프릭스의 유니폼으로 갈아입은 손우현은 약 1년간 활동하는 동안 LCK 서머 2019 포스트시즌 진출(와일드카드 결정전) 외에는 이렇다할 성적을 거두지 못했고 이후 2020년 1월 14일 LCK 3연속 준우승팀인 그리핀의 유니폼으로 갈아입었으나 LCK 스프링 2020 최하위 및 2년만의 챌린저스 강등을 막지 못한 채 4개월만에 그리핀에서 퇴단하여 같은 해 5월 27일 친정팀인 KT 롤스터로 1년 6개월만에 복귀하였다.,아프리카 프릭스,리그 오브 레전드,no_relation,wikipedia
255,"2010년 10월 15일 전라북도청을 방문한 맹형규 행정안전부 장관은 도내 지자체간 미묘한 갈등을 보이고 있는 새만금 행정구역 개편에 대해 ""매우 골치 아픈 일이지만 새만금 내부개발에 있어 중요한 일인 만큼 분쟁이 비교적 적은 3~4호 방조제 구간에 대해서는 제5차 중앙분쟁조정위원회에서 결론을 낼 것으로 본다""며 ""나머지 구간에 대해서도 지자체간의 협의점을 도출해 내 조속히 마무리될 수 있도록 노력하겠다""고 말했다.",전라북도청,행정안전부,no_relation,wikipedia
261,"러시아군의 규모는 25,000-30,000명 혹은 34,500명 정도로 어림 잡았고, 160문의 대포를 갖고 왔었다.",러시아군,"25,000",no_relation,wikipedia
264,"1945년에는 경성제대 예과 교수를 지내고, 1946년부터 1975년까지 서울대학교 영문학 교수로 재직하며, 미국 하버드 대학교 등에도 강의를 했다.",서울대학교,1946년,no_relation,wikipedia
267,"히로히토가 종전조서 연설을 녹화했을 시, 일본군의 반발에 대비해 일본 도쿄에 히로히토가 거주하던 궁전에 있던 비밀 지하실에서 녹화했다고 한다.",히로히토,일본군,no_relation,wikipedia
270,"텔레노르 덴마크와 경쟁하고 있으며, 덴마크 내 가입자 수는 3위이다.",텔레노르,덴마크,no_relation,wikipedia
274,시즌 전 외야수 전향을 시도하다가 조동찬의 부상의 회복 속도가 늦자 2루수로 자리잡았다.,조동찬,외야수,no_relation,wikipedia
275,"그러나 지난해 YG엔터테인먼트가 '버닝썬 게이트'에 휩싸인 데다 수장이었던 양현석 전 대표프로듀서까지 성매매 알선, 원정 도박 등의 혐의로 경찰 조사를 받으면서 사업에 타격을 입게 됐다.",YG엔터테인먼트,양현석,no_relation,wikitree
283,"엘리자베스 1세 (1533년 9월 3일 - 1603년 3월 24일)는 평생 독신으로 지냈으며, 자신의 후계자로 스코틀랜드 국왕 제임스 6세 (1566년 6월 19일 ~ 1625년 3월 27일)를 지목하는 유언을 남겼다.",제임스 6세,엘리자베스 1세,no_relation,wikipedia
285,2016년 제20대 국회의원 선거에 표창원이 출마하자 당시 새누리당 대표이던 김무성은 더불어민주당의 표창원 의원을 저격하며 동성애 차별적 혐오발언을 했다.,민주당,2016년,no_relation,wikipedia
287,2011년 10월 10일 NC 다이노스가 초대 코칭스태프 구성이 마무리되었다.,NC 다이노스,2011년,no_relation,wikipedia
290,2014년 12월 4일 에릭 테임즈와 함께 NC 다이노스와 연봉 100만달러에 재계약을 하면서 2015년에도 NC 다이노스에서 뛰게 되었다.,NC 다이노스,2015년,no_relation,wikipedia
293,"광남 김익훈은 1619년 김장생의 손자이자 참판을 지내고 증 의정부영의정에 추증된 김반의 아들이며, 어머니는 첨중추(僉中樞) 김진려(金進礪)의 딸이다.",김익훈,1619년,no_relation,wikipedia
296,"2017년 1월, TWRP 팀은 루트 접근 권한을 사용하여 리커버리를 플래시할 수 있게 하는 안드로이드 애플리케이션을 출시하였으나, 리커버리와 달리 앱은 사유 소프트웨어이다.",TWRP 팀,안드로이드,no_relation,wikipedia
303,구혜선이 말한 게 사실이라면 안재현은 HB엔터테인먼트 대표에게 아내인 구혜선을 험담한 셈이다.,구혜선,HB엔터테인먼트,no_relation,wikitree
305,2008년 현대 유니콘스를 인수한 뒤 창단한 키움은 2014년 처음 KS에 진출했으나 삼성 라이온즈에 2승 4패로 패했다.,삼성 라이온즈,2014년,no_relation,wikitree
307,"2016년 더불어민주당을 탈당하여 국민의당에 입당하였고, 4.13 20대 총선에서 자신의 지역구인 안산 상록을에 출마하였지만, 더불어민주당 김철민 후보에게 399표 차로 뒤쳐저 낙선하게 되었다.",더불어민주당,2016년,no_relation,wikipedia
316,"하지만 국회에서의 그는 자신의 지지 정당인 열린우리당의 정치적 기반의 취약성과 새천년민주당, 한나라당, 자유민주연합과 같은 기존 정치 세력과의 타협이 부족해 다수당의 횡포로 탄핵 사태에 이르러 정치적 리더십이 부족하다는 비판을 받기도 한다.",새천년민주당,열린우리당,no_relation,wikipedia
317,"2020년 3월, HDC현대산업개발-미래에셋 컨소시엄은 아시아나항공의 주주총회를 열고, 국내기업결합 신고 등 법적 절차를 진행하고 3월 2일 유상증자를 발행하였다.",아시아나항공,HDC현대산업개발,no_relation,wikipedia
318,"이후 2003년 12월 전남 드래곤즈 감독으로 선임되었고, 2004년 정규 리그 3위를 차지하는 돌풍을 일으키며 플레이오프에 진출하였으나 수원 삼성 블루윙즈와의 4강 플레이오프에서 패하여 4위로 마감하였다.",수원 삼성 블루윙즈,2004,no_relation,wikipedia
319,"그러나 소련과 중화인민공화국의 지원에 힘입은 김일성이 조선공산당 북조선분국을 세우고, 북조선분국을 중심으로 북조선로동당을 창건한 뒤, 당대 당의 통합으로 조선로동당이 되면서 박헌영이 조직한 조선공산당은 와해되었다.",박헌영,조선로동당,no_relation,wikipedia
325,"데릭 조셉 피셔 (Derek Joseph Fisher, 1993년 8월 21일 ~)는 미국 프로야구 아메리칸 리그 토론토 블루제이스의 선수이다.",토론토 블루제이스,1993,no_relation,wikipedia
328,"2012년 9월 18일, AFC 아약스와의 UEFA 챔피언스리그 2012-13 D조 1차전 홈 경기에서 로이스는 처음으로 챔피언스리그에 출전하였고, 같은 해 10월 3일 맨체스터 시티 FC와의 D조 2차전 원정 경기에서 첫 골을 기록하였지만 경기는 1-1 무승부로 종료되었다.",AFC 아약스,2012-13,no_relation,wikipedia
330,2013 시즌 상주 상무와의 승강 플레이오프에서 2골을 기록하며 분전하였으나 팀의 강등을 막지는 못하였다.,상주 상무,2013,no_relation,wikipedia
331,"더불어민주당과 자유한국당은 5일 문재인 대통령이 신임 법무부 장관 후보자로 추미애 전 더불어민주당 대표를 지명한 것과 관련, 법무·검찰개혁에 대한 '적임자', 사법장악을 위한 '대국민 선언'이라며 상반된 평가를 내놨다.",더불어민주당,문재인,no_relation,wikitree
334,"2008년 한국시리즈 4차전에서 이종욱의 안타성 타구를 잡아 병살 처리를 하며, 매 경기 호수비를 통해 팀을 다시 정상으로 올려놓는 데 일조했다.",이종욱,2008년,no_relation,wikipedia
335,"2005년 3월 1일 김현수는 인천의 김우재와 함께 전남 드래곤즈의 이준영, 장경진과 2 : 2 트레이드가 단행되어 이적하였다.",장경진,전남 드래곤즈,no_relation,wikipedia
337,"1948년 경상남도 의령군에서 태어난 이종찬은 경남고등학교와 서울대학교 법학과를 졸업하고 제15회 사법시험 합격하여 사법연수원과 군 법무관을 마치고 대전지방법원 판사에 임용되어 서울민사지방법원 서울형사지방법원 등의 판사와 대법원 재판연구관을 거쳐 서울지방법원, 부산고등법원 등에서 부장판사를 지냈다.",서울형사지방법원,서울지방법원,no_relation,wikipedia
338,"하지만 2011년 KIA 타이거즈가 준 플레이오프에서 SK 와이번스에 1승 3패로 패해 플레이오프 진출이 좌절되자 조범현이 경질됐고, 조범현 사단의 해체와 동시에 선동열이 새로 감독에 부임하자 옛 쌍방울 선배였던 김기태가 감독으로 선임돼 부름을 받아 LG 트윈스로 이적했다.",KIA 타이거즈,2011년,no_relation,wikipedia
339,"2016년 치러진 20대 총선에서는 앞선 상대후보에 뒤쳐진 여론조사의 판세와 그의 고향인 곡성군이 광양시·구례군 선거구로 편입됨이 맞물린, 이러한 불리한 측면을 헤집고 상대후보인 전 순천시장 노관규 더불어민주당 후보를 5%p 이상으로 따돌리며 당선되었다.",더불어민주당,2016년,no_relation,wikipedia
340,한편 비카르나는 비마에게 승부를 신청하였고 비마는 결투 끝에 비카르나를 죽이지만 비카르나는 판다바들이 하스티나푸라에 있을 때 그들의 편을 들어주었기 때문에 비마는 그의 죽음을 슬퍼하였다.,비카르나,판다바,no_relation,wikipedia
342,"소련군의 포위 결과 독일군 33,000명과 헝가리군 37,000명, 시민 800,000명이 부다페스트 도시 내로 고립되었다.",소련군,"37,000명",no_relation,wikipedia
343,지난 15일(현지시각) 풋볼 이탈리아에 따르면 토리노 경찰은 유벤투스 '울트라스'(열성적 축구 팬)를 조사하던 중 무기고에서 대량의 무기들을 발견했다.,유벤투스,토리노,no_relation,wikitree
344,2008년 젝스키스의 멤버이자 리더였던 은지원이 예능 프로그램 《놀러와》에 출연하여 해체 이후로 본적이 없다는 발언이 화제가 되면서 많은 이들이 그의 근황을 알고 싶어했다.,젝스키스,은지원,no_relation,wikipedia
347,"같은해, 학술정보부문 민간기관인 톰슨 사이언티픽(Thomson Scientific) 사에서는 뉴사우스웨일스대학을 시드니 대학교와 멜버른 대학교와 함께 수학, 정신의학 그리고 심리학 분야에서 오스트레일리아를 선도하는 대학으로 평가하였다.",뉴사우스웨일스,시드니,no_relation,wikipedia
348,더불어민주당 송갑석(광주서구갑) 의원은 27일 5‧18 민주화운동 진상규명조사위원회(이하 진상조사위) 위원 9명에 대한 문재인 대통령의 임명 재가와 관련해 입장을 밝혔다.,더불어민주당,문재인,no_relation,wikitree
351,"노경은(盧景銀, 1984년 3월 11일 ~)은 KBO 리그 롯데 자이언츠의 투수이다.",롯데 자이언츠,1984년,no_relation,wikipedia
